AVP1;AVP1;0;0;0
AVP2;AVP2;0;0;0
AVP3;AVP3;0;0;0
AVP4;AVP4;0;0;0
AFG1;AFG1;0;0;0
AFG2;AFG2;0;0;0
AFG3;AFG3;0;0;0
ATR;ATR;0;0;0
ARM1;ARM1;0;1;1
ARM2;ARM2;0;1;1
ATL1;ATL1;0;0;1
ATL2;ATL2;0;0;1
ATL3;ATL3;0;0;1
AES1;AES1;0;0;1
AES2;AES2;0;0;1
2R1;2R1;1;0;0
2R2;2R2;1;0;0
CAR;CAR;0;0;0
